Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,92000,,,-257.34417724609375,-3.4116368293762207,1.5005358457565308,255.7706298828125,255.65475463867188,0.0003,0.0003,0.1
,,,,,92999,3659.3066,1000,,,,,,,,
,,,,,93000,,,-259.6912841796875,-3.203795909881592,2.5189719200134277,258.0661315917969,258.0799560546875,0.0003,0.0003,0.1
,,,,,93999,3733.5708,1000,,,,,,,,
,,,,,94000,,,-267.51171875,-3.1254260540008545,1.4662423133850098,266.13238525390625,266.16534423828125,0.0003,0.0003,0.1
,,,,,94999,3689.6045,1000,,,,,,,,
3579.569,380.41534,3755.1157,2440.0164,1000.0,95000,,,-269.4401550292969,-2.5775930881500244,1.918318510055542,267.9224548339844,267.83648681640625,0.0003,0.0003,0.1
,,,,,95999,3736.889,1000,,,,,,,,
,,,,,96000,,,-273.152587890625,-2.3827719688415527,1.0251619815826416,271.865234375,271.93505859375,0.0003,0.0003,0.1
,,,,,96999,3810.159,1000,,,,,,,,
,,,,,97000,,,-279.5545654296875,-2.9029507637023926,0.953150749206543,278.27752685546875,278.24835205078125,0.0003,0.0003,0.1
,,,,,97999,3755.811,1000,,,,,,,,
,,,,,98000,,,-283.4769287109375,-2.9752326011657715,1.2140926122665405,282.0411071777344,282.0251159667969,0.0003,0.0003,0.1
,,,,,98999,3780.4036,1000,,,,,,,,
,,,,,99000,,,-280.6705017089844,-2.9403791427612305,1.4242801666259766,279.0039978027344,279.06231689453125,0.0003,0.0003,0.1
,,,,,99999,3796.3235,1000,,,,,,,,
3761.0938,22.574932,3799.758,3718.8196,1000.0,100000,,,-291.86273193359375,-3.0170302391052246,1.193995714187622,290.4984130859375,290.50860595703125,0.0003,0.0003,0.1
,,,,,100999,3237.4644,1000,,,,,,,,
,,,,,101000,,,-288.6184997558594,-2.40814208984375,1.7474968433380127,287.4425964355469,287.5371398925781,0.0003,0.0003,0.1
,,,,,101999,3781.6077,1000,,,,,,,,
,,,,,102000,,,-291.9068298339844,-2.763840436935425,1.2950502634048462,290.39410400390625,290.4227600097656,0.0003,0.0003,0.1
,,,,,102999,3804.8,1000,,,,,,,,
,,,,,103000,,,-295.23028564453125,-2.52064847946167,1.1691040992736816,294.10687255859375,293.9237060546875,0.0003,0.0003,0.1
,,,,,103999,3824.2222,1000,,,,,,,,
,,,,,104000,,,-290.4036560058594,-2.698801040649414,0.9708219170570374,289.2821044921875,289.3291015625,0.0003,0.0003,0.1
,,,,,104999,3785.3247,1000,,,,,,,,
3846.6458,33.665985,3896.615,3801.1096,1000.0,105000,,,-292.2447204589844,-2.707242250442505,0.8627945184707642,291.0284423828125,291.12005615234375,0.0003,0.0003,0.1
,,,,,105999,3842.237,1000,,,,,,,,
,,,,,106000,,,-299.1431884765625,-2.452371835708618,1.5372090339660645,297.511962890625,297.5885925292969,0.0003,0.0003,0.1
,,,,,106999,3863.1284,1000,,,,,,,,
,,,,,107000,,,-301.0025939941406,-3.0215911865234375,0.8807518482208252,299.8016357421875,299.86505126953125,0.0003,0.0003,0.1
,,,,,107999,3882.074,1000,,,,,,,,
,,,,,108000,,,-304.6481018066406,-2.7067348957061768,1.0628318786621094,303.42596435546875,303.42034912109375,0.0003,0.0003,0.1
,,,,,108999,3917.107,1000,,,,,,,,
,,,,,109000,,,-303.1866760253906,-2.6562888622283936,1.2188010215759277,301.99029541015625,301.8966369628906,0.0003,0.0003,0.1
,,,,,109999,3923.0925,1000,,,,,,,,
3618.4453,580.6484,3970.5503,2070.658,1000.0,110000,,,-306.00439453125,-3.0290377140045166,1.2740707397460938,304.59326171875,304.71551513671875,0.0003,0.0003,0.1
,,,,,110999,3925.9294,1000,,,,,,,,
,,,,,111000,,,-314.0920104980469,-3.071338653564453,1.202939510345459,312.83709716796875,312.78485107421875,0.0003,0.0003,0.1
,,,,,111999,2679.0396,1000,,,,,,,,
,,,,,112000,,,-307.0201110839844,-3.1611621379852295,1.22359037399292,305.54339599609375,305.6885986328125,0.0003,0.0003,0.1
,,,,,112999,3989.1772,1000,,,,,,,,
,,,,,113000,,,-321.044921875,-2.529231548309326,0.9929330348968506,319.89862060546875,319.9214782714844,0.0003,0.0003,0.1
,,,,,113999,3898.3103,1000,,,,,,,,
,,,,,114000,,,-317.6890869140625,-2.911501884460449,1.1293504238128662,316.5166931152344,316.47735595703125,0.0003,0.0003,0.1
,,,,,114999,3994.51,1000,,,,,,,,
3811.0024,500.34375,4012.1345,2312.4285,1000.0,115000,,,-320.8195495605469,-2.717020273208618,1.2998008728027344,319.52899169921875,319.5772705078125,0.0003,0.0003,0.1
,,,,,115999,3538.6716,1000,,,,,,,,
,,,,,116000,,,-318.3812255859375,-3.0109801292419434,1.1294810771942139,317.063232421875,317.10113525390625,0.0003,0.0003,0.1
,,,,,116999,3557.9204,1000,,,,,,,,
,,,,,117000,,,-326.12420654296875,-2.5915842056274414,1.123418927192688,325.0595703125,325.2618408203125,0.0003,0.0003,0.1
,,,,,117999,2386.7754,1000,,,,,,,,
,,,,,118000,,,-326.7853088378906,-3.085118293762207,1.8066214323043823,325.3809814453125,325.38897705078125,0.0003,0.0003,0.1
,,,,,118999,3717.9492,1000,,,,,,,,
,,,,,119000,,,-325.7857971191406,-2.8901753425598145,1.2057262659072876,324.5587158203125,324.58050537109375,0.0003,0.0003,0.1
,,,,,119999,3985.287,1000,,,,,,,,
4039.8464,24.147135,4077.0718,4004.0337,1000.0,120000,,,-322.80792236328125,-3.012315273284912,1.0419962406158447,321.5870056152344,321.81268310546875,0.0003,0.0003,0.1
,,,,,120999,3949.1997,1000,,,,,,,,
,,,,,121000,,,-324.93975830078125,-2.347468376159668,1.2771785259246826,323.5943298339844,323.4539489746094,0.0003,0.0003,0.1
,,,,,121999,4023.285,1000,,,,,,,,
,,,,,122000,,,-329.65606689453125,-3.156597137451172,1.2211315631866455,328.2477722167969,328.2161560058594,0.0003,0.0003,0.1
,,,,,122999,3977.1565,1000,,,,,,,,
,,,,,123000,,,-335.046875,-2.611422061920166,1.3625017404556274,334.0077819824219,334.1009826660156,0.0003,0.0003,0.1
,,,,,123999,3991.496,1000,,,,,,,,
,,,,,124000,,,-334.3030090332031,-2.9770054817199707,1.0682423114776611,333.0821228027344,333.032470703125,0.0003,0.0003,0.1
,,,,,124999,3873.8125,1000,,,,,,,,
4058.8296,30.852976,4096.7344,3989.0,1000.0,125000,,,-330.4429931640625,-2.8269569873809814,1.29212486743927,329.05548095703125,329.06402587890625,0.0003,0.0003,0.1
,,,,,125999,4055.478,1000,,,,,,,,
,,,,,126000,,,-330.62872314453125,-2.3403916358947754,1.4341297149658203,329.24365234375,329.076904296875,0.0003,0.0003,0.1
,,,,,126999,3267.9578,1000,,,,,,,,
,,,,,127000,,,-337.2121887207031,-2.977003812789917,1.288348913192749,335.9508361816406,336.033935546875,0.0003,0.0003,0.1
,,,,,127999,3899.471,1000,,,,,,,,
,,,,,128000,,,-336.477294921875,-2.750948429107666,1.17409348487854,335.3743896484375,335.14794921875,0.0003,0.0003,0.1
,,,,,128999,4070.5408,1000,,,,,,,,
,,,,,129000,,,-335.590576171875,-3.2252793312072754,1.1932679414749146,334.33917236328125,334.3133544921875,0.0003,0.0003,0.1
,,,,,129999,4101.75,1000,,,,,,,,
4030.511,101.11437,4125.8794,3776.4487,1000.0,130000,,,-349.6441650390625,-2.4719178676605225,0.8117202520370483,348.47357177734375,348.4851379394531,0.0003,0.0003,0.1
,,,,,130999,3746.3008,1000,,,,,,,,
,,,,,131000,,,-347.2449951171875,-2.851283550262451,0.9986600875854492,346.37109375,346.2524719238281,0.0003,0.0003,0.1
,,,,,131999,4022.692,1000,,,,,,,,
,,,,,132000,,,-343.7944030761719,-2.9651331901550293,1.1409976482391357,342.7101745605469,342.8250732421875,0.0003,0.0003,0.1
,,,,,132999,4100.6265,1000,,,,,,,,
,,,,,133000,,,-345.2423095703125,-2.741179943084717,1.1844120025634766,344.11334228515625,344.16082763671875,0.0003,0.0003,0.1
,,,,,133999,4120.2764,1000,,,,,,,,
,,,,,134000,,,-341.8861083984375,-2.777419090270996,0.9733401536941528,340.517578125,340.26898193359375,0.0003,0.0003,0.1
,,,,,134999,4075.8706,1000,,,,,,,,
4083.1147,27.881142,4120.962,4042.1924,1000.0,135000,,,-347.98956298828125,-2.4368324279785156,1.08930504322052,346.7756042480469,346.9129638671875,0.0003,0.0003,0.1
,,,,,135999,4141.336,1000,,,,,,,,
,,,,,136000,,,-347.6730651855469,-3.1073007583618164,1.1953997611999512,346.27935791015625,346.2322998046875,0.0003,0.0003,0.1
,,,,,136999,4076.66,1000,,,,,,,,
,,,,,137000,,,-352.92626953125,-3.1138925552368164,1.4133720397949219,351.7230224609375,351.82568359375,0.0003,0.0003,0.1
,,,,,137999,4154.806,1000,,,,,,,,
,,,,,138000,,,-355.1615295410156,-2.643599510192871,1.1666430234909058,354.15960693359375,354.3231201171875,0.0003,0.0003,0.1
,,,,,138999,4182.2725,1000,,,,,,,,
,,,,,139000,,,-354.44439697265625,-2.6805484294891357,1.0534666776657104,353.47967529296875,353.5151672363281,0.0003,0.0003,0.1
,,,,,139999,4168.881,1000,,,,,,,,
4129.92,97.54918,4212.1855,3856.9895,1000.0,140000,,,-359.8992004394531,-2.922536849975586,1.1111810207366943,358.9543151855469,358.9416809082031,0.0003,0.0003,0.1
,,,,,140999,4132.528,1000,,,,,,,,
,,,,,141000,,,-354.3418884277344,-2.5385870933532715,1.2046549320220947,353.1634216308594,353.1431884765625,0.0003,0.0003,0.1
,,,,,141999,4194.1577,1000,,,,,,,,
