Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,45927,-94.271736,112,,,,,,
,,,,,46000,,,70.6047592163086,-15.857843399047852,-14.559653282165527,51.78316116333008,0.724,0.01
,,,,,46047,-127.09062,120,,,,,,
,,,,,46138,-118.84088,91,,,,,,
,,,,,46227,-46.245644,89,,,,,,
,,,,,46313,-72.57087,86,,,,,,
,,,,,46448,-74.86316,135,,,,,,
,,,,,46559,-114.18711,111,,,,,,
,,,,,46668,-169.57361,109,,,,,,
,,,,,46739,-86.815796,71,,,,,,
,,,,,46848,-37.17246,109,,,,,,
,,,,,46968,-117.891495,120,,,,,,
,,,,,47000,,,12.854029655456543,-11.352079391479492,-11.278088569641113,28.908414840698242,0.718,0.01
,,,,,47048,-36.884586,80,,,,,,
,,,,,47169,-204.90207,121,,,,,,
,,,,,47284,-104.530304,115,,,,,,
,,,,,47410,-68.71567,126,,,,,,
,,,,,47517,-67.59762,107,,,,,,
,,,,,47602,-66.16597,85,,,,,,
,,,,,47733,-179.50127,131,,,,,,
,,,,,47830,-191.34503,97,,,,,,
,,,,,47895,-74.31802,65,,,,,,
,,,,,47984,-133.99643,89,,,,,,
,,,,,48000,,,14.304079055786133,-4.643677234649658,-5.7099833488464355,29.93488121032715,0.712,0.01
,,,,,48116,-309.05896,132,,,,,,
,,,,,48234,-47.06122,118,,,,,,
,,,,,48348,-43.365364,114,,,,,,
,,,,,48438,-88.17299,90,,,,,,
,,,,,48543,-126.47061,105,,,,,,
,,,,,48622,-136.55426,79,,,,,,
,,,,,48703,-96.09491,81,,,,,,
,,,,,48808,-34.13504,105,,,,,,
,,,,,48885,-53.98407,77,,,,,,
,,,,,48982,-71.70236,97,,,,,,
,,,,,49000,,,13.012005805969238,0.16488313674926758,-0.3574092984199524,23.10215187072754,0.706,0.01
,,,,,49083,-80.665245,101,,,,,,
,,,,,49167,-105.98592,84,,,,,,
,,,,,49262,-45.819275,95,,,,,,
,,,,,49342,-126.98599,80,,,,,,
,,,,,49483,-63.09552,141,,,,,,
,,,,,49595,-78.7267,112,,,,,,
,,,,,49673,-106.96928,78,,,,,,
,,,,,49794,-12.286392,121,,,,,,
,,,,,49883,-34.283432,89,,,,,,
-229.4873,33.692024,-176.41147,-286.43982,464.9,50000,,,42.882503509521484,7.515580654144287,8.972247123718262,37.53470993041992,0.7,0.01
,,,,,50031,-56.28562,148,,,,,,
,,,,,50113,-70.01291,82,,,,,,
,,,,,50239,-149.76764,126,,,,,,
,,,,,50341,-49.308655,102,,,,,,
,,,,,50402,-72.1041,61,,,,,,
,,,,,50477,-54.809887,75,,,,,,
,,,,,50591,-126.05967,114,,,,,,
,,,,,50675,-31.404228,84,,,,,,
,,,,,50761,-149.6711,86,,,,,,
,,,,,50870,-124.359406,109,,,,,,
,,,,,50958,-101.286194,88,,,,,,
,,,,,51000,,,34.66181182861328,4.08741569519043,6.084524154663086,52.520076751708984,0.694,0.01
,,,,,51064,-54.987736,106,,,,,,
,,,,,51157,-82.14198,93,,,,,,
,,,,,51284,-59.137848,127,,,,,,
,,,,,51399,-85.03561,115,,,,,,
,,,,,51471,-80.44084,72,,,,,,
,,,,,51569,-53.833237,98,,,,,,
,,,,,51701,-69.36105,132,,,,,,
,,,,,51821,-180.1492,120,,,,,,
,,,,,51925,-152.98212,104,,,,,,
,,,,,52000,,,51.29617691040039,-6.17926025390625,-5.481266021728516,55.15263366699219,0.688,0.01
,,,,,52015,-43.43193,90,,,,,,
,,,,,52081,-81.866325,66,,,,,,
,,,,,52171,-46.053215,90,,,,,,
,,,,,52293,7.4679794,122,,,,,,
,,,,,52383,-29.35511,90,,,,,,
,,,,,52454,-41.52001,71,,,,,,
,,,,,52539,-88.785736,85,,,,,,
,,,,,52619,-145.05994,80,,,,,,
,,,,,52737,-48.621254,118,,,,,,
,,,,,52829,-127.76688,92,,,,,,
,,,,,52916,-27.867104,87,,,,,,
,,,,,52992,-33.888374,76,,,,,,
,,,,,53000,,,24.653846740722656,3.591174364089966,2.8380236625671387,31.094337463378906,0.6819999999999999,0.01
,,,,,53083,-95.25837,91,,,,,,
,,,,,53215,-77.2633,132,,,,,,
,,,,,53337,-119.69737,122,,,,,,
