Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
10.519481,6.1213074,29.0,3.0,10.519480519480519,9.2350235,5.588836,38.0,3.0,9.235023041474655,-0.06130024790763855,34.561134338378906,4008,9.228001832962036,9.2350235,0
12.9838705,8.127,37.0,4.0,12.983870967741936,11.119445,7.2720666,42.0,3.0,11.119444444444444,-0.06298034638166428,39.8359260559082,8011,19.18055510520935,,1
14.070175,8.92829,43.0,5.0,14.070175438596491,12.328221,8.441768,57.0,3.0,12.328220858895705,-0.06980368494987488,52.96966552734375,12030,28.258702039718628,,2
16.591837,9.233741,38.0,5.0,16.591836734693878,15.750973,10.087566,64.0,4.0,15.750972762645915,-0.037706390023231506,64.4133529663086,16078,34.45871877670288,,3
21.605263,13.123982,67.0,6.0,21.605263157894736,18.89151,13.109931,76.0,4.0,18.891509433962263,-0.0272117480635643,100.4599838256836,20083,41.069777488708496,,4
27.758621,15.318808,78.0,8.0,27.75862068965517,22.110497,13.302222,67.0,4.0,22.11049723756906,-0.04929226264357567,97.14942169189453,24085,47.02762150764465,,5
28.103449,17.642708,77.0,6.0,28.103448275862068,23.880953,14.020738,73.0,4.0,23.88095238095238,-0.03136768192052841,105.83684539794922,28097,53.29203152656555,,6
26.903225,15.3945,69.0,9.0,26.903225806451612,25.762821,15.966356,102.0,4.0,25.762820512820515,-0.0366896353662014,128.57008361816406,32116,62.51250743865967,,7
40.5,13.702189,61.0,15.0,40.5,29.419117,14.341197,79.0,6.0,29.419117647058822,-0.04140321537852287,108.60553741455078,36117,68.3997220993042,,8
36.636364,12.840084,62.0,10.0,36.63636363636363,31.622047,18.778833,100.0,5.0,31.62204724409449,-0.03929417207837105,155.51942443847656,40133,75.39342498779297,,9
47.411766,19.396963,81.0,16.0,47.411764705882355,33.247932,19.07414,101.0,6.0,33.247933884297524,-0.028896514326334,157.185546875,44156,82.1477632522583,,10
42.15,15.479907,69.0,12.0,42.15,39.643566,19.944271,103.0,10.0,39.64356435643565,-0.01889316365122795,160.99069213867188,48160,89.66271734237671,,11
47.68421,25.143908,117.0,15.0,47.68421052631579,47.47059,23.381033,154.0,6.0,47.470588235294116,-0.046723805367946625,193.5918426513672,52195,99.0650646686554,,12
53.1875,18.104622,89.0,23.0,53.1875,43.98901,20.51721,119.0,9.0,43.989010989010985,-0.04486829414963722,146.65846252441406,56198,106.55833005905151,,13
55.666668,29.099064,158.0,24.0,55.666666666666664,47.541176,17.333784,96.0,14.0,47.54117647058823,-0.014497814700007439,114.71744537353516,60239,114.02682089805603,,14
46.72222,26.898586,125.0,15.0,46.72222222222222,50.825,21.922462,114.0,14.0,50.825,-0.026109332218766212,135.24053955078125,64305,120.61814212799072,,15
74.25,33.45675,152.0,19.0,74.25,56.338028,26.938086,195.0,9.0,56.33802816901409,-0.02153814397752285,190.9007110595703,68305,127.72441816329956,,16
59.5,24.827261,108.0,18.0,59.5,56.78873,22.65598,127.0,14.0,56.7887323943662,-0.029751982539892197,145.30902099609375,72337,137.91638255119324,,17
56.2,15.462643,102.0,41.0,56.2,58.955883,27.334225,184.0,11.0,58.955882352941174,-0.02750394120812416,167.75608825683594,76346,143.9733829498291,,18
63.846153,13.563787,87.0,44.0,63.84615384615385,64.548386,31.546013,197.0,18.0,64.54838709677419,-0.03197028860449791,236.75872802734375,80348,149.85477900505066,,19
