Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,22318,49.0,49,,,,,,,,,,
,,,,,22367,49.0,49,,,,,,,,,,
,,,,,22419,52.0,52,,,,,,,,,,
,,,,,22472,53.0,53,,,,,,,,,,
,,,,,22526,54.0,54,,,,,,,,,,
,,,,,22580,54.0,54,,,,,,,,,,
,,,,,22636,56.0,56,,,,,,,,,,
,,,,,22694,58.0,58,,,,,,,,,,
,,,,,22755,61.0,61,,,,,,,,,,
,,,,,22816,61.0,61,,,,,,,,,,
,,,,,22873,57.0,57,,,,,,,,,,
,,,,,22927,54.0,54,,,,,,,,,,
,,,,,22985,58.0,58,,,,,,,,,,
,,,,,23000,,,-58.438636779785156,-1.02591073513031,19.475181579589844,56.958961486816406,56.90948486328125,0.08337917923927307,-0.014891781844198704,0.0003,0.0003,0.08338363468647003
,,,,,23044,59.0,59,,,,,,,,,,
,,,,,23101,57.0,57,,,,,,,,,,
,,,,,23160,59.0,59,,,,,,,,,,
,,,,,23219,59.0,59,,,,,,,,,,
,,,,,23276,57.0,57,,,,,,,,,,
,,,,,23336,60.0,60,,,,,,,,,,
,,,,,23397,61.0,61,,,,,,,,,,
,,,,,23453,56.0,56,,,,,,,,,,
,,,,,23512,59.0,59,,,,,,,,,,
,,,,,23570,58.0,58,,,,,,,,,,
,,,,,23623,53.0,53,,,,,,,,,,
,,,,,23687,64.0,64,,,,,,,,,,
,,,,,23747,60.0,60,,,,,,,,,,
,,,,,23804,57.0,57,,,,,,,,,,
,,,,,23861,57.0,57,,,,,,,,,,
,,,,,23923,62.0,62,,,,,,,,,,
,,,,,23979,56.0,56,,,,,,,,,,
,,,,,24000,,,-56.71152877807617,-0.7687968015670776,4.348872661590576,55.47870635986328,55.43988037109375,0.08684387058019638,0.012898294255137444,0.0003,0.0003,0.08684200793504715
,,,,,24039,60.0,60,,,,,,,,,,
,,,,,24099,60.0,60,,,,,,,,,,
,,,,,24161,62.0,62,,,,,,,,,,
,,,,,24220,59.0,59,,,,,,,,,,
,,,,,24278,58.0,58,,,,,,,,,,
,,,,,24329,51.0,51,,,,,,,,,,
,,,,,24388,59.0,59,,,,,,,,,,
,,,,,24446,58.0,58,,,,,,,,,,
,,,,,24502,56.0,56,,,,,,,,,,
,,,,,24559,57.0,57,,,,,,,,,,
,,,,,24610,51.0,51,,,,,,,,,,
,,,,,24654,44.0,44,,,,,,,,,,
,,,,,24701,47.0,47,,,,,,,,,,
,,,,,24746,45.0,45,,,,,,,,,,
,,,,,24790,44.0,44,,,,,,,,,,
,,,,,24839,49.0,49,,,,,,,,,,
,,,,,24893,54.0,54,,,,,,,,,,
,,,,,24942,49.0,49,,,,,,,,,,
,,,,,24991,49.0,49,,,,,,,,,,
43.3,3.6345565,49.0,37.0,43.3,25000,,,-56.97561264038086,-1.2366886138916016,4.637749671936035,53.60863494873047,53.72248077392578,0.0895918533205986,-0.018903737887740135,0.0003,0.0003,0.08959987014532089
,,,,,25036,45.0,45,,,,,,,,,,
,,,,,25087,51.0,51,,,,,,,,,,
,,,,,25137,50.0,50,,,,,,,,,,
,,,,,25190,53.0,53,,,,,,,,,,
,,,,,25238,48.0,48,,,,,,,,,,
,,,,,25301,63.0,63,,,,,,,,,,
,,,,,25361,60.0,60,,,,,,,,,,
,,,,,25905,544.0,544,,,,,,,,,,
,,,,,25986,81.0,81,,,,,,,,,,
,,,,,26000,,,-60.87639617919922,-1.0351760387420654,6.303440093994141,58.13003921508789,58.159915924072266,0.09321155399084091,0.0006496850401163101,0.0003,0.0003,0.09321371465921402
,,,,,26080,94.0,94,,,,,,,,,,
,,,,,26170,90.0,90,,,,,,,,,,
,,,,,26252,82.0,82,,,,,,,,,,
,,,,,26425,173.0,173,,,,,,,,,,
,,,,,26984,559.0,559,,,,,,,,,,
,,,,,27000,,,-57.52342987060547,-0.6816433072090149,2.45938777923584,55.23680877685547,55.171287536621094,0.0888543650507927,0.022691112011671066,0.0003,0.0003,0.08884672075510025
,,,,,27984,1000.0,1000,,,,,,,,,,
,,,,,28000,,,-53.85503005981445,-0.8607563972473145,14.31959056854248,51.48414611816406,51.44584655761719,0.08239243924617767,0.009673526510596275,0.0003,0.0003,0.08238460123538971
,,,,,28984,1000.0,1000,,,,,,,,,,
,,,,,29000,,,-53.88338088989258,-0.9279240965843201,4.632119178771973,52.30839157104492,52.43645477294922,0.07788348942995071,-0.0022350912913680077,0.0003,0.0003,0.07788378745317459
,,,,,29104,120.0,120,,,,,,,,,,
913.2,260.4,1000.0,132.0,913.2,30000,,,-57.118553161621094,-0.8018785715103149,1.130565881729126,54.870853424072266,54.6973876953125,0.07613158226013184,0.00716644711792469,0.0003,0.0003,0.07613063603639603
,,,,,30104,1000.0,1000,,,,,,,,,,
,,,,,30270,166.0,166,,,,,,,,,,
,,,,,31000,,,-57.77939224243164,-0.7862792015075684,0.9147206544876099,55.75218963623047,55.713897705078125,0.07463745772838593,0.014777434058487415,0.0003,0.0003,0.07463466376066208
,,,,,31270,1000.0,1000,,,,,,,,,,
,,,,,31403,133.0,133,,,,,,,,,,
,,,,,31555,152.0,152,,,,,,,,,,
,,,,,31694,139.0,139,,,,,,,,,,
,,,,,31833,139.0,139,,,,,,,,,,
,,,,,32000,,,-55.94853210449219,-1.3252208232879639,3.143812656402588,52.45957946777344,52.70389175415039,0.07531898468732834,-0.00026859575882554054,0.0003,0.0003,0.07531795650720596
,,,,,32833,1000.0,1000,,,,,,,,,,
,,,,,33000,,,-54.90357208251953,-0.842180609703064,2.025851011276245,54.119468688964844,54.10335922241211,0.08030674606561661,0.0016415352001786232,0.0003,0.0003,0.0803125873208046
,,,,,33833,1000.0,1000,,,,,,,,,,
,,,,,34000,,,-55.02225875854492,-1.0781385898590088,5.636680603027344,51.96076965332031,51.296504974365234,0.0850328728556633,0.0009313402697443962,0.0003,0.0003,0.08503653854131699
,,,,,34681,848.0,848,,,,,,,,,,
,,,,,34811,130.0,130,,,,,,,,,,
,,,,,34960,149.0,149,,,,,,,,,,
691.4,317.7487,1000.0,208.0,691.4,35000,,,-56.968299865722656,-1.1603070497512817,1.1730326414108276,52.230472564697266,52.23945236206055,0.09188666194677353,0.001200950238853693,0.0003,0.0003,0.09189476817846298
,,,,,35104,144.0,144,,,,,,,,,,
,,,,,35251,147.0,147,,,,,,,,,,
,,,,,35354,103.0,103,,,,,,,,,,
,,,,,35491,137.0,137,,,,,,,,,,
,,,,,35597,106.0,106,,,,,,,,,,
,,,,,35705,108.0,108,,,,,,,,,,
,,,,,35829,124.0,124,,,,,,,,,,
,,,,,35960,131.0,131,,,,,,,,,,
,,,,,36000,,,-62.65302658081055,-0.9925292730331421,8.224553108215332,59.71027374267578,59.56121826171875,0.09789736568927765,0.0022833659313619137,0.0003,0.0003,0.09790322929620743
,,,,,36071,111.0,111,,,,,,,,,,
,,,,,36235,164.0,164,,,,,,,,,,
,,,,,36339,104.0,104,,,,,,,,,,
,,,,,36446,107.0,107,,,,,,,,,,
,,,,,36541,95.0,95,,,,,,,,,,
,,,,,36664,123.0,123,,,,,,,,,,
,,,,,36764,100.0,100,,,,,,,,,,
,,,,,36875,111.0,111,,,,,,,,,,
,,,,,37000,,,-59.34714889526367,-0.9907991886138916,4.016033172607422,57.89647674560547,57.737857818603516,0.1056051105260849,0.010110544972121716,0.0003,0.0003,0.10561075061559677
,,,,,37001,126.0,126,,,,,,,,,,
,,,,,37128,127.0,127,,,,,,,,,,
,,,,,37254,126.0,126,,,,,,,,,,
,,,,,37349,95.0,95,,,,,,,,,,
,,,,,37450,101.0,101,,,,,,,,,,
,,,,,37575,125.0,125,,,,,,,,,,
,,,,,37674,99.0,99,,,,,,,,,,
,,,,,37781,107.0,107,,,,,,,,,,
,,,,,37887,106.0,106,,,,,,,,,,
,,,,,38000,,,-60.01924514770508,-0.9281389713287354,8.836145401000977,57.62668991088867,57.39912414550781,0.11205995827913284,-0.0016507382970303297,0.0003,0.0003,0.11206789314746857
,,,,,38001,114.0,114,,,,,,,,,,
,,,,,38102,101.0,101,,,,,,,,,,
,,,,,38217,115.0,115,,,,,,,,,,
,,,,,38341,124.0,124,,,,,,,,,,
,,,,,38459,118.0,118,,,,,,,,,,
,,,,,38568,109.0,109,,,,,,,,,,
,,,,,38716,148.0,148,,,,,,,,,,
,,,,,38853,137.0,137,,,,,,,,,,
,,,,,39000,,,-65.62540435791016,-1.0475939512252808,2.237028121948242,64.62028503417969,64.710205078125,0.11886212974786758,-0.010581840761005878,0.0003,0.0003,0.11886938661336899
,,,,,39040,187.0,187,,,,,,,,,,
,,,,,39230,190.0,190,,,,,,,,,,
1000.0,0.0,1000.0,1000.0,1000.0,40000,,,-64.30577087402344,-0.9119431972503662,1.4432518482208252,62.97175979614258,62.96530532836914,0.12470589578151703,-0.005822821985930204,0.0003,0.0003,0.12471330165863037
,,,,,40230,1000.0,1000,,,,,,,,,,
,,,,,41000,,,-65.42804718017578,-1.1939970254898071,9.6969575881958,63.16067123413086,63.073020935058594,0.12610284984111786,-0.011788454838097095,0.0003,0.0003,0.12611126899719238
,,,,,41230,1000.0,1000,,,,,,,,,,
,,,,,41481,251.0,251,,,,,,,,,,
,,,,,42000,,,-65.7349624633789,-0.9808502197265625,2.065941572189331,64.29014587402344,64.37419128417969,0.12516655027866364,-0.0013895165175199509,0.0003,0.0003,0.12516258656978607
,,,,,42481,1000.0,1000,,,,,,,,,,
,,,,,43000,,,-70.34290313720703,-0.912480890750885,3.5944011211395264,67.53355407714844,67.55660247802734,0.12227961421012878,-0.0019192961044609547,0.0003,0.0003,0.12228354811668396
,,,,,43481,1000.0,1000,,,,,,,,,,
,,,,,44000,,,-69.6724624633789,-1.278293251991272,4.649120807647705,63.918212890625,63.999908447265625,0.11698099225759506,-0.023182466626167297,0.0003,0.0003,0.1169772818684578
,,,,,44481,1000.0,1000,,,,,,,,,,
1000.0,0.0,1000.0,1000.0,1000.0,45000,,,-71.30017852783203,-0.7432002425193787,1.5092041492462158,69.36184692382812,69.356201171875,0.11357839405536652,0.026168901473283768,0.0003,0.0003,0.11357284337282181
,,,,,45481,1000.0,1000,,,,,,,,,,
,,,,,46000,,,-72.17951965332031,-0.9479221105575562,2.1305325031280518,70.75103759765625,70.77790832519531,0.11190817505121231,-0.008947547525167465,0.0003,0.0003,0.11190710961818695
,,,,,46481,1000.0,1000,,,,,,,,,,
,,,,,47000,,,-73.16934204101562,-0.9931885004043579,0.7857285737991333,70.035888671875,70.11735534667969,0.1091933473944664,0.003808140754699707,0.0003,0.0003,0.10919082164764404
,,,,,47481,1000.0,1000,,,,,,,,,,
,,,,,48000,,,-73.81124877929688,-0.8686422109603882,1.0986583232879639,72.82880401611328,72.69425964355469,0.10792560875415802,0.01649681106209755,0.0003,0.0003,0.10792825371026993
,,,,,48481,1000.0,1000,,,,,,,,,,
,,,,,49000,,,-77.04008483886719,-1.176377296447754,2.874541759490967,73.85368347167969,73.73880004882812,0.10707242041826248,-0.02026527002453804,0.0003,0.0003,0.10707336664199829
,,,,,49481,1000.0,1000,,,,,,,,,,
