"Step","seed_42_20260128_220400 - train/loss","seed_42_20260128_220400 - train/loss__MIN","seed_42_20260128_220400 - train/loss__MAX","seed_42_20260128_192934 - train/loss","seed_42_20260128_192934 - train/loss__MIN","seed_42_20260128_192934 - train/loss__MAX","seed_42_20260128_141630 - train/loss","seed_42_20260128_141630 - train/loss__MIN","seed_42_20260128_141630 - train/loss__MAX"
"1200","0.36409881711006165","0.36409881711006165","0.36409881711006165","0.06826110184192657","0.06826110184192657","0.06826110184192657","0.0928119570016861","0.0928119570016861","0.0928119570016861"
"1300","0.44303566217422485","0.44303566217422485","0.44303566217422485","0.10302241146564484","0.10302241146564484","0.10302241146564484","0.10235576331615448","0.10235576331615448","0.10235576331615448"
"1400","0.3546317219734192","0.3546317219734192","0.3546317219734192","0.0800710916519165","0.0800710916519165","0.0800710916519165","0.0770389512181282","0.0770389512181282","0.0770389512181282"
"1500","0.3610483407974243","0.3610483407974243","0.3610483407974243","0.08182492107152939","0.08182492107152939","0.08182492107152939","0.07785281538963318","0.07785281538963318","0.07785281538963318"
"1600","0.36345791816711426","0.36345791816711426","0.36345791816711426","0.08292387425899506","0.08292387425899506","0.08292387425899506","0.08617360889911652","0.08617360889911652","0.08617360889911652"
"1700","0.37010544538497925","0.37010544538497925","0.37010544538497925","0.0646917000412941","0.0646917000412941","0.0646917000412941","0.0991431251168251","0.0991431251168251","0.0991431251168251"
"1800","0.4080924093723297","0.4080924093723297","0.4080924093723297","0.10065564513206482","0.10065564513206482","0.10065564513206482","0.10411977022886276","0.10411977022886276","0.10411977022886276"
"1900","0.41220539808273315","0.41220539808273315","0.41220539808273315","0.06058691814541817","0.06058691814541817","0.06058691814541817","0.09975646436214447","0.09975646436214447","0.09975646436214447"
"2000","0.34467223286628723","0.34467223286628723","0.34467223286628723","0.06843516230583191","0.06843516230583191","0.06843516230583191","0.09403790533542633","0.09403790533542633","0.09403790533542633"
"2100","0.3609383702278137","0.3609383702278137","0.3609383702278137","0.05747661739587784","0.05747661739587784","0.05747661739587784","0.08014845103025436","0.08014845103025436","0.08014845103025436"
"2200","0.37635254859924316","0.37635254859924316","0.37635254859924316","0.08008455485105515","0.08008455485105515","0.08008455485105515","0.07951940596103668","0.07951940596103668","0.07951940596103668"
"2300","0.360834538936615","0.360834538936615","0.360834538936615","0.0635148137807846","0.0635148137807846","0.0635148137807846","0.0719154104590416","0.0719154104590416","0.0719154104590416"
"2400","0.3856784701347351","0.3856784701347351","0.3856784701347351","0.058566879481077194","0.058566879481077194","0.058566879481077194","0.08002021908760071","0.08002021908760071","0.08002021908760071"
"2500","0.339484840631485","0.339484840631485","0.339484840631485","0.0703742504119873","0.0703742504119873","0.0703742504119873","0.08892947435379028","0.08892947435379028","0.08892947435379028"
"2600","0.3508453369140625","0.3508453369140625","0.3508453369140625","0.06967967748641968","0.06967967748641968","0.06967967748641968","0.07149437069892883","0.07149437069892883","0.07149437069892883"
"2700","0.37641388177871704","0.37641388177871704","0.37641388177871704","0.05440060421824455","0.05440060421824455","0.05440060421824455","0.07902203500270844","0.07902203500270844","0.07902203500270844"
"2800","0.30940330028533936","0.30940330028533936","0.30940330028533936","0.04788237810134888","0.04788237810134888","0.04788237810134888","0.05617593973875046","0.05617593973875046","0.05617593973875046"
"2900","0.32685667276382446","0.32685667276382446","0.32685667276382446","0.07580926269292831","0.07580926269292831","0.07580926269292831","0.08356627076864243","0.08356627076864243","0.08356627076864243"
"3000","0.40862131118774414","0.40862131118774414","0.40862131118774414","0.0744323581457138","0.0744323581457138","0.0744323581457138","0.06479544192552567","0.06479544192552567","0.06479544192552567"
"3100","0.33871006965637207","0.33871006965637207","0.33871006965637207","0.05339319258928299","0.05339319258928299","0.05339319258928299","0.061912767589092255","0.061912767589092255","0.061912767589092255"
"3200","0.350840300321579","0.350840300321579","0.350840300321579","0.06620776653289795","0.06620776653289795","0.06620776653289795","0.05900528281927109","0.05900528281927109","0.05900528281927109"
"3300","0.31298762559890747","0.31298762559890747","0.31298762559890747","0.06301288306713104","0.06301288306713104","0.06301288306713104","0.05395068600773811","0.05395068600773811","0.05395068600773811"
"3400","0.3167538046836853","0.3167538046836853","0.3167538046836853","0.05146092176437378","0.05146092176437378","0.05146092176437378","0.06653426587581635","0.06653426587581635","0.06653426587581635"
"3500","0.32430875301361084","0.32430875301361084","0.32430875301361084","0.07221141457557678","0.07221141457557678","0.07221141457557678","0.06701821088790894","0.06701821088790894","0.06701821088790894"
"3600","0.3337704539299011","0.3337704539299011","0.3337704539299011","0.05788292735815048","0.05788292735815048","0.05788292735815048","0.06529448926448822","0.06529448926448822","0.06529448926448822"
"3700","0.31257128715515137","0.31257128715515137","0.31257128715515137","0.07203903049230576","0.07203903049230576","0.07203903049230576","0.06182835251092911","0.06182835251092911","0.06182835251092911"
"3800","0.3568662703037262","0.3568662703037262","0.3568662703037262","0.04448762536048889","0.04448762536048889","0.04448762536048889","0.06502340734004974","0.06502340734004974","0.06502340734004974"
"3900","0.3722304403781891","0.3722304403781891","0.3722304403781891","0.06971760094165802","0.06971760094165802","0.06971760094165802","0.08054723590612411","0.08054723590612411","0.08054723590612411"
"4000","0.33305251598358154","0.33305251598358154","0.33305251598358154","0.053895290940999985","0.053895290940999985","0.053895290940999985","0.06384005397558212","0.06384005397558212","0.06384005397558212"
"4100","0.33949050307273865","0.33949050307273865","0.33949050307273865","0.058647122234106064","0.058647122234106064","0.058647122234106064","0.07488734275102615","0.07488734275102615","0.07488734275102615"
"4200","0.35578086972236633","0.35578086972236633","0.35578086972236633","0.05498237535357475","0.05498237535357475","0.05498237535357475","0.056678809225559235","0.056678809225559235","0.056678809225559235"
"4300","0.37212255597114563","0.37212255597114563","0.37212255597114563","0.0546109601855278","0.0546109601855278","0.0546109601855278","0.061757903546094894","0.061757903546094894","0.061757903546094894"
"4400","0.33470505475997925","0.33470505475997925","0.33470505475997925","0.04679574817419052","0.04679574817419052","0.04679574817419052","0.06027122586965561","0.06027122586965561","0.06027122586965561"
"4500","0.3093269467353821","0.3093269467353821","0.3093269467353821","0.05923441797494888","0.05923441797494888","0.05923441797494888","0.055209606885910034","0.055209606885910034","0.055209606885910034"
"4600","0.315415620803833","0.315415620803833","0.315415620803833","0.06590990722179413","0.06590990722179413","0.06590990722179413","0.056460294872522354","0.056460294872522354","0.056460294872522354"
"4700","0.3810948431491852","0.3810948431491852","0.3810948431491852","0.03830619156360626","0.03830619156360626","0.03830619156360626","0.06095517426729202","0.06095517426729202","0.06095517426729202"
"4800","0.31842517852783203","0.31842517852783203","0.31842517852783203","0.05306003987789154","0.05306003987789154","0.05306003987789154","0.057161714881658554","0.057161714881658554","0.057161714881658554"
"4900","0.31473079323768616","0.31473079323768616","0.31473079323768616","0.04591815918684006","0.04591815918684006","0.04591815918684006","0.08263842761516571","0.08263842761516571","0.08263842761516571"
"5000","0.3169804811477661","0.3169804811477661","0.3169804811477661","0.0542154386639595","0.0542154386639595","0.0542154386639595","0.047325607389211655","0.047325607389211655","0.047325607389211655"
"5100","0.2700631320476532","0.2700631320476532","0.2700631320476532","0.044425420463085175","0.044425420463085175","0.044425420463085175","0.05476786568760872","0.05476786568760872","0.05476786568760872"
"5200","0.32530441880226135","0.32530441880226135","0.32530441880226135","0.05355093628168106","0.05355093628168106","0.05355093628168106","0.04791712015867233","0.04791712015867233","0.04791712015867233"
"5300","0.28840383887290955","0.28840383887290955","0.28840383887290955","0.05014228820800781","0.05014228820800781","0.05014228820800781","0.04877931624650955","0.04877931624650955","0.04877931624650955"
"5400","0.3121896982192993","0.3121896982192993","0.3121896982192993","0.05193483829498291","0.05193483829498291","0.05193483829498291","0.05220520496368408","0.05220520496368408","0.05220520496368408"
"5500","0.33675116300582886","0.33675116300582886","0.33675116300582886","0.04965364933013916","0.04965364933013916","0.04965364933013916","0.0672762393951416","0.0672762393951416","0.0672762393951416"
"5600","0.27610981464385986","0.27610981464385986","0.27610981464385986","0.05378507077693939","0.05378507077693939","0.05378507077693939","0.06208294630050659","0.06208294630050659","0.06208294630050659"
"5700","0.2968556880950928","0.2968556880950928","0.2968556880950928","0.05040152370929718","0.05040152370929718","0.05040152370929718","0.07182836532592773","0.07182836532592773","0.07182836532592773"
"5800","0.3450574278831482","0.3450574278831482","0.3450574278831482","0.04808548837900162","0.04808548837900162","0.04808548837900162","0.06647370755672455","0.06647370755672455","0.06647370755672455"
"5900","0.36383354663848877","0.36383354663848877","0.36383354663848877","0.056144848465919495","0.056144848465919495","0.056144848465919495","0.04213498532772064","0.04213498532772064","0.04213498532772064"
"6000","0.25081759691238403","0.25081759691238403","0.25081759691238403","0.05043134093284607","0.05043134093284607","0.05043134093284607","0.04149781912565231","0.04149781912565231","0.04149781912565231"
"6100","0.308430552482605","0.308430552482605","0.308430552482605","0.05292442813515663","0.05292442813515663","0.05292442813515663","0.05432143807411194","0.05432143807411194","0.05432143807411194"
"6200","0.2977473735809326","0.2977473735809326","0.2977473735809326","0.048651617020368576","0.048651617020368576","0.048651617020368576","0.05790705233812332","0.05790705233812332","0.05790705233812332"
"6300","0.3240503668785095","0.3240503668785095","0.3240503668785095","0.04586104303598404","0.04586104303598404","0.04586104303598404","0.05288849025964737","0.05288849025964737","0.05288849025964737"
"6400","0.28481432795524597","0.28481432795524597","0.28481432795524597","0.03959964960813522","0.03959964960813522","0.03959964960813522","0.059113383293151855","0.059113383293151855","0.059113383293151855"
"6500","0.34987956285476685","0.34987956285476685","0.34987956285476685","0.058128513395786285","0.058128513395786285","0.058128513395786285","0.07348809391260147","0.07348809391260147","0.07348809391260147"
"6600","0.339498370885849","0.339498370885849","0.339498370885849","0.03620350360870361","0.03620350360870361","0.03620350360870361","0.056169502437114716","0.056169502437114716","0.056169502437114716"
"6700","0.27462708950042725","0.27462708950042725","0.27462708950042725","0.042011190205812454","0.042011190205812454","0.042011190205812454","0.0440397709608078","0.0440397709608078","0.0440397709608078"
"6800","0.28938132524490356","0.28938132524490356","0.28938132524490356","0.05711587145924568","0.05711587145924568","0.05711587145924568","0.04842427372932434","0.04842427372932434","0.04842427372932434"
"6900","0.33842557668685913","0.33842557668685913","0.33842557668685913","0.041317082941532135","0.041317082941532135","0.041317082941532135","0.04653345048427582","0.04653345048427582","0.04653345048427582"
"7000","0.28647440671920776","0.28647440671920776","0.28647440671920776","0.044304557144641876","0.044304557144641876","0.044304557144641876","0.05204048752784729","0.05204048752784729","0.05204048752784729"
"7100","0.30059874057769775","0.30059874057769775","0.30059874057769775","0.03883975371718407","0.03883975371718407","0.03883975371718407","0.04330885037779808","0.04330885037779808","0.04330885037779808"
"7200","0.2924102544784546","0.2924102544784546","0.2924102544784546","0.06095464900135994","0.06095464900135994","0.06095464900135994","0.05399584770202637","0.05399584770202637","0.05399584770202637"
"7300","0.26171550154685974","0.26171550154685974","0.26171550154685974","0.04873000085353851","0.04873000085353851","0.04873000085353851","0.047856405377388","0.047856405377388","0.047856405377388"
"7400","0.29958444833755493","0.29958444833755493","0.29958444833755493","0.043581053614616394","0.043581053614616394","0.043581053614616394","0.045757077634334564","0.045757077634334564","0.045757077634334564"
"7500","0.3051753640174866","0.3051753640174866","0.3051753640174866","0.046946849673986435","0.046946849673986435","0.046946849673986435","0.06693647056818008","0.06693647056818008","0.06693647056818008"
"7600","0.27882105112075806","0.27882105112075806","0.27882105112075806","0.062383830547332764","0.062383830547332764","0.062383830547332764","0.054592788219451904","0.054592788219451904","0.054592788219451904"
"7700","0.27934563159942627","0.27934563159942627","0.27934563159942627","0.04011322185397148","0.04011322185397148","0.04011322185397148","0.05629998818039894","0.05629998818039894","0.05629998818039894"
"7800","0.27790284156799316","0.27790284156799316","0.27790284156799316","0.05508400499820709","0.05508400499820709","0.05508400499820709","0.04609951376914978","0.04609951376914978","0.04609951376914978"
"7900","0.2643897533416748","0.2643897533416748","0.2643897533416748","0.039483487606048584","0.039483487606048584","0.039483487606048584","0.06247405707836151","0.06247405707836151","0.06247405707836151"
"8000","0.371222585439682","0.371222585439682","0.371222585439682","0.04133947193622589","0.04133947193622589","0.04133947193622589","0.05580558627843857","0.05580558627843857","0.05580558627843857"
"8100","0.30426135659217834","0.30426135659217834","0.30426135659217834","0.03761079162359238","0.03761079162359238","0.03761079162359238","0.05705995857715607","0.05705995857715607","0.05705995857715607"
"8200","0.3132355809211731","0.3132355809211731","0.3132355809211731","0.04632381349802017","0.04632381349802017","0.04632381349802017","0.05527037754654884","0.05527037754654884","0.05527037754654884"
"8300","0.2871883511543274","0.2871883511543274","0.2871883511543274","0.041427236050367355","0.041427236050367355","0.041427236050367355","0.05436968803405762","0.05436968803405762","0.05436968803405762"
"8400","0.2615708112716675","0.2615708112716675","0.2615708112716675","0.039723217487335205","0.039723217487335205","0.039723217487335205","0.05027385056018829","0.05027385056018829","0.05027385056018829"
"8500","0.2518349885940552","0.2518349885940552","0.2518349885940552","0.051280997693538666","0.051280997693538666","0.051280997693538666","0.05502062663435936","0.05502062663435936","0.05502062663435936"
"8600","0.3039303719997406","0.3039303719997406","0.3039303719997406","0.042761947959661484","0.042761947959661484","0.042761947959661484","0.053036391735076904","0.053036391735076904","0.053036391735076904"
"8700","0.26048848032951355","0.26048848032951355","0.26048848032951355","0.04894112050533295","0.04894112050533295","0.04894112050533295","0.04839363694190979","0.04839363694190979","0.04839363694190979"
"8800","0.3052179217338562","0.3052179217338562","0.3052179217338562","0.04023059830069542","0.04023059830069542","0.04023059830069542","0.04429265856742859","0.04429265856742859","0.04429265856742859"
"8900","0.3083018362522125","0.3083018362522125","0.3083018362522125","0.04792770370841026","0.04792770370841026","0.04792770370841026","0.05495825037360191","0.05495825037360191","0.05495825037360191"
"9000","0.2902636229991913","0.2902636229991913","0.2902636229991913","0.040183406323194504","0.040183406323194504","0.040183406323194504","0.04138576239347458","0.04138576239347458","0.04138576239347458"
"9100","0.2754566967487335","0.2754566967487335","0.2754566967487335","0.03615008294582367","0.03615008294582367","0.03615008294582367","0.03461071103811264","0.03461071103811264","0.03461071103811264"
"9200","0.2827964425086975","0.2827964425086975","0.2827964425086975","0.04169397056102753","0.04169397056102753","0.04169397056102753","0.05311228334903717","0.05311228334903717","0.05311228334903717"
"9300","0.2955009639263153","0.2955009639263153","0.2955009639263153","0.03292234241962433","0.03292234241962433","0.03292234241962433","0.05323861911892891","0.05323861911892891","0.05323861911892891"
"9400","0.2515723407268524","0.2515723407268524","0.2515723407268524","0.04256982356309891","0.04256982356309891","0.04256982356309891","0.0427246019244194","0.0427246019244194","0.0427246019244194"
"9500","0.2562769055366516","0.2562769055366516","0.2562769055366516","0.03481726348400116","0.03481726348400116","0.03481726348400116","0.047986872494220734","0.047986872494220734","0.047986872494220734"
"9600","0.23322829604148865","0.23322829604148865","0.23322829604148865","0.03776228055357933","0.03776228055357933","0.03776228055357933","0.03497426584362984","0.03497426584362984","0.03497426584362984"
"9700","0.2997673749923706","0.2997673749923706","0.2997673749923706","0.03145010769367218","0.03145010769367218","0.03145010769367218","0.0357215441763401","0.0357215441763401","0.0357215441763401"
"9800","0.31691211462020874","0.31691211462020874","0.31691211462020874","0.04068192094564438","0.04068192094564438","0.04068192094564438","0.03587287664413452","0.03587287664413452","0.03587287664413452"
"9900","0.33065763115882874","0.33065763115882874","0.33065763115882874","0.034292422235012054","0.034292422235012054","0.034292422235012054","0.04986078292131424","0.04986078292131424","0.04986078292131424"
"10000","0.28656449913978577","0.28656449913978577","0.28656449913978577","0.03760942444205284","0.03760942444205284","0.03760942444205284","0.03832961991429329","0.03832961991429329","0.03832961991429329"
"10100","0.2791314721107483","0.2791314721107483","0.2791314721107483","0.04300395026803017","0.04300395026803017","0.04300395026803017","0.04634127765893936","0.04634127765893936","0.04634127765893936"
"10200","0.27095410227775574","0.27095410227775574","0.27095410227775574","0.042719319462776184","0.042719319462776184","0.042719319462776184","0.04595921188592911","0.04595921188592911","0.04595921188592911"
"10300","0.26738810539245605","0.26738810539245605","0.26738810539245605","0.029049530625343323","0.029049530625343323","0.029049530625343323","0.03759191930294037","0.03759191930294037","0.03759191930294037"
"10400","0.29927390813827515","0.29927390813827515","0.29927390813827515","0.041314974427223206","0.041314974427223206","0.041314974427223206","0.0427481047809124","0.0427481047809124","0.0427481047809124"
"10500","0.26665666699409485","0.26665666699409485","0.26665666699409485","0.034637317061424255","0.034637317061424255","0.034637317061424255","0.033878766000270844","0.033878766000270844","0.033878766000270844"
"10600","0.26876693964004517","0.26876693964004517","0.26876693964004517","0.03954913467168808","0.03954913467168808","0.03954913467168808","0.05333934351801872","0.05333934351801872","0.05333934351801872"
"10700","0.34516850113868713","0.34516850113868713","0.34516850113868713","0.033522021025419235","0.033522021025419235","0.033522021025419235","0.03620167076587677","0.03620167076587677","0.03620167076587677"
"10800","0.2886074483394623","0.2886074483394623","0.2886074483394623","0.032412800937891006","0.032412800937891006","0.032412800937891006","0.044158898293972015","0.044158898293972015","0.044158898293972015"
"10900","0.2843998372554779","0.2843998372554779","0.2843998372554779","0.04912688955664635","0.04912688955664635","0.04912688955664635","0.043143581598997116","0.043143581598997116","0.043143581598997116"
"11000","0.25501859188079834","0.25501859188079834","0.25501859188079834","0.052324794232845306","0.052324794232845306","0.052324794232845306","0.029381873086094856","0.029381873086094856","0.029381873086094856"
"11100","0.2738867700099945","0.2738867700099945","0.2738867700099945","0.04030393064022064","0.04030393064022064","0.04030393064022064","0.04785699397325516","0.04785699397325516","0.04785699397325516"
"11200","0.24403756856918335","0.24403756856918335","0.24403756856918335","0.04352397099137306","0.04352397099137306","0.04352397099137306","0.03817392885684967","0.03817392885684967","0.03817392885684967"
"11300","0.2619575560092926","0.2619575560092926","0.2619575560092926","0.03397037833929062","0.03397037833929062","0.03397037833929062","0.0352771133184433","0.0352771133184433","0.0352771133184433"
"11400","0.2533832788467407","0.2533832788467407","0.2533832788467407","0.03782862424850464","0.03782862424850464","0.03782862424850464","0.046139635145664215","0.046139635145664215","0.046139635145664215"
"11500","0.3146224617958069","0.3146224617958069","0.3146224617958069","0.03789874166250229","0.03789874166250229","0.03789874166250229","0.038632623851299286","0.038632623851299286","0.038632623851299286"
"11600","0.2477998584508896","0.2477998584508896","0.2477998584508896","0.03472419083118439","0.03472419083118439","0.03472419083118439","0.04313049465417862","0.04313049465417862","0.04313049465417862"
"11700","0.2479914426803589","0.2479914426803589","0.2479914426803589","0.043285854160785675","0.043285854160785675","0.043285854160785675","0.03485221788287163","0.03485221788287163","0.03485221788287163"
"11800","0.27006933093070984","0.27006933093070984","0.27006933093070984","0.03388648107647896","0.03388648107647896","0.03388648107647896","0.04192683845758438","0.04192683845758438","0.04192683845758438"
"11900","0.22403907775878906","0.22403907775878906","0.22403907775878906","0.031782060861587524","0.031782060861587524","0.031782060861587524","0.03281068801879883","0.03281068801879883","0.03281068801879883"
"12000","0.28824958205223083","0.28824958205223083","0.28824958205223083","0.024622773751616478","0.024622773751616478","0.024622773751616478","0.052780553698539734","0.052780553698539734","0.052780553698539734"
"12100","0.2811770439147949","0.2811770439147949","0.2811770439147949","0.02773984894156456","0.02773984894156456","0.02773984894156456","0.036010533571243286","0.036010533571243286","0.036010533571243286"
"12200","0.27964937686920166","0.27964937686920166","0.27964937686920166","0.027691353112459183","0.027691353112459183","0.027691353112459183","0.0380253940820694","0.0380253940820694","0.0380253940820694"
"12300","0.2542762756347656","0.2542762756347656","0.2542762756347656","0.033093199133872986","0.033093199133872986","0.033093199133872986","0.04923153668642044","0.04923153668642044","0.04923153668642044"
"12400","0.269641637802124","0.269641637802124","0.269641637802124","0.03389429301023483","0.03389429301023483","0.03389429301023483","0.05405425652861595","0.05405425652861595","0.05405425652861595"
"12500","0.27221328020095825","0.27221328020095825","0.27221328020095825","0.03318700194358826","0.03318700194358826","0.03318700194358826","0.03284336254000664","0.03284336254000664","0.03284336254000664"
"12600","0.26600760221481323","0.26600760221481323","0.26600760221481323","0.03711935877799988","0.03711935877799988","0.03711935877799988","0.03518753498792648","0.03518753498792648","0.03518753498792648"
"12700","0.2588585317134857","0.2588585317134857","0.2588585317134857","0.02362113445997238","0.02362113445997238","0.02362113445997238","0.05244975909590721","0.05244975909590721","0.05244975909590721"
"12800","0.25703051686286926","0.25703051686286926","0.25703051686286926","0.022015109658241272","0.022015109658241272","0.022015109658241272","0.04421616345643997","0.04421616345643997","0.04421616345643997"
"12900","0.3179894685745239","0.3179894685745239","0.3179894685745239","0.03185664862394333","0.03185664862394333","0.03185664862394333","0.04140590503811836","0.04140590503811836","0.04140590503811836"
"13000","0.22887825965881348","0.22887825965881348","0.22887825965881348","0.02272741124033928","0.02272741124033928","0.02272741124033928","0.029457086697220802","0.029457086697220802","0.029457086697220802"
"13100","0.26993492245674133","0.26993492245674133","0.26993492245674133","0.02785291150212288","0.02785291150212288","0.02785291150212288","0.06501547992229462","0.06501547992229462","0.06501547992229462"
"13200","0.2951321601867676","0.2951321601867676","0.2951321601867676","0.03766072541475296","0.03766072541475296","0.03766072541475296","0.03709513694047928","0.03709513694047928","0.03709513694047928"
"13300","0.24257633090019226","0.24257633090019226","0.24257633090019226","0.034434136003255844","0.034434136003255844","0.034434136003255844","0.03970617428421974","0.03970617428421974","0.03970617428421974"
"13400","0.30305272340774536","0.30305272340774536","0.30305272340774536","0.03435849770903587","0.03435849770903587","0.03435849770903587","0.043848004192113876","0.043848004192113876","0.043848004192113876"
"13500","0.2584512531757355","0.2584512531757355","0.2584512531757355","0.03157157450914383","0.03157157450914383","0.03157157450914383","0.03903406113386154","0.03903406113386154","0.03903406113386154"
"13600","0.29247283935546875","0.29247283935546875","0.29247283935546875","0.025745656341314316","0.025745656341314316","0.025745656341314316","0.025754883885383606","0.025754883885383606","0.025754883885383606"
"13700","0.27486652135849","0.27486652135849","0.27486652135849","0.03632912039756775","0.03632912039756775","0.03632912039756775","0.03953927010297775","0.03953927010297775","0.03953927010297775"
"13800","0.27748680114746094","0.27748680114746094","0.27748680114746094","0.03400231897830963","0.03400231897830963","0.03400231897830963","0.036401838064193726","0.036401838064193726","0.036401838064193726"
"13900","0.22353050112724304","0.22353050112724304","0.22353050112724304","0.026487650349736214","0.026487650349736214","0.026487650349736214","0.03579500690102577","0.03579500690102577","0.03579500690102577"
"14000","0.27868664264678955","0.27868664264678955","0.27868664264678955","0.03497572988271713","0.03497572988271713","0.03497572988271713","0.04103114455938339","0.04103114455938339","0.04103114455938339"
"14100","0.2998655438423157","0.2998655438423157","0.2998655438423157","0.027517184615135193","0.027517184615135193","0.027517184615135193","0.040383514016866684","0.040383514016866684","0.040383514016866684"
"14200","0.3134998679161072","0.3134998679161072","0.3134998679161072","0.027861373499035835","0.027861373499035835","0.027861373499035835","0.03389434143900871","0.03389434143900871","0.03389434143900871"
"14300","0.2510971426963806","0.2510971426963806","0.2510971426963806","0.03201516717672348","0.03201516717672348","0.03201516717672348","0.045805297791957855","0.045805297791957855","0.045805297791957855"
"14400","0.2644733190536499","0.2644733190536499","0.2644733190536499","0.03264743462204933","0.03264743462204933","0.03264743462204933","0.03240424394607544","0.03240424394607544","0.03240424394607544"
"14500","0.2523494064807892","0.2523494064807892","0.2523494064807892","0.03520337864756584","0.03520337864756584","0.03520337864756584","0.03187253326177597","0.03187253326177597","0.03187253326177597"
"14600","0.26678386330604553","0.26678386330604553","0.26678386330604553","0.03576976805925369","0.03576976805925369","0.03576976805925369","0.03294692933559418","0.03294692933559418","0.03294692933559418"
"14700","0.23786956071853638","0.23786956071853638","0.23786956071853638","0.030262349173426628","0.030262349173426628","0.030262349173426628","0.02740558236837387","0.02740558236837387","0.02740558236837387"
"14800","0.2276153862476349","0.2276153862476349","0.2276153862476349","0.02315514162182808","0.02315514162182808","0.02315514162182808","0.03826284408569336","0.03826284408569336","0.03826284408569336"
"14900","0.22937852144241333","0.22937852144241333","0.22937852144241333","0.030360480770468712","0.030360480770468712","0.030360480770468712","0.0366169735789299","0.0366169735789299","0.0366169735789299"
"15000","0.26533812284469604","0.26533812284469604","0.26533812284469604","0.028577007353305817","0.028577007353305817","0.028577007353305817","0.03260141611099243","0.03260141611099243","0.03260141611099243"
"15100","0.24525544047355652","0.24525544047355652","0.24525544047355652","0.034271836280822754","0.034271836280822754","0.034271836280822754","0.038039594888687134","0.038039594888687134","0.038039594888687134"
"15200","0.3003469407558441","0.3003469407558441","0.3003469407558441","0.03820076584815979","0.03820076584815979","0.03820076584815979","0.03415118157863617","0.03415118157863617","0.03415118157863617"
"15300","0.23022358119487762","0.23022358119487762","0.23022358119487762","0.026488391682505608","0.026488391682505608","0.026488391682505608","0.037950582802295685","0.037950582802295685","0.037950582802295685"
"15400","0.275556743144989","0.275556743144989","0.275556743144989","0.030257562175393105","0.030257562175393105","0.030257562175393105","0.031885549426078796","0.031885549426078796","0.031885549426078796"
"15500","0.2523055970668793","0.2523055970668793","0.2523055970668793","0.02987034246325493","0.02987034246325493","0.02987034246325493","0.034786954522132874","0.034786954522132874","0.034786954522132874"
"15600","0.20870515704154968","0.20870515704154968","0.20870515704154968","0.032782912254333496","0.032782912254333496","0.032782912254333496","0.043492112308740616","0.043492112308740616","0.043492112308740616"
"15700","0.25465402007102966","0.25465402007102966","0.25465402007102966","0.029918242245912552","0.029918242245912552","0.029918242245912552","0.045014847069978714","0.045014847069978714","0.045014847069978714"
