Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
35.583332,9.978797,50.0,18.0,35.583333333333336,32.51613,6.4301257,49.0,21.0,32.516129032258064,17.824867248535156,31839,64.59093523025513,,30
34.333332,4.784233,41.0,23.0,34.333333333333336,34.86207,6.1066623,48.0,23.0,34.86206896551724,18.273916244506836,32850,66.2557783126831,,31
41.9,7.3136854,54.0,31.0,41.9,38.76923,11.946379,68.0,18.0,38.76923076923077,21.937213897705078,33858,67.96215558052063,,32
37.636364,7.486627,51.0,25.0,37.63636363636363,38.53846,13.327908,84.0,18.0,38.53846153846154,22.103832244873047,34860,69.52045488357544,,33
53.625,17.16783,94.0,32.0,53.625,43.95652,11.907171,66.0,23.0,43.95652173913044,23.732959747314453,35871,71.46518635749817,,34
57.714287,19.381245,94.0,27.0,57.714285714285715,50.6,22.40848,124.0,33.0,50.6,29.139686584472656,36883,73.4107277393341,,35
105.25,50.756157,157.0,54.0,105.25,53.210526,26.49246,146.0,29.0,53.21052631578947,32.60139846801758,37894,75.32425618171692,,36
69.666664,25.004442,107.0,45.0,69.66666666666667,59.333332,15.088627,97.0,37.0,59.333333333333336,29.842182159423828,38962,77.37233352661133,,37
75.5,28.223808,136.0,48.0,75.5,70.0,23.698101,125.0,43.0,70.0,37.438453674316406,40012,79.4669725894928,,38
90.0,29.617563,120.0,52.0,90.0,59.235294,10.114226,86.0,45.0,59.23529411764706,28.14607810974121,41019,81.97245812416077,,39
73.333336,24.267033,123.0,49.0,73.33333333333333,72.42857,23.255459,113.0,29.0,72.42857142857143,36.4127311706543,42033,84.01722073554993,,40
97.0,22.217112,137.0,74.0,97.0,76.28571,19.854572,104.0,50.0,76.28571428571429,36.54841613769531,43101,86.10555243492126,,41
