Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
2840.099,36.580196,2924.8928,2791.458,1000.0,40000,,,-138.35385131835938,-5.831239700317383,0.7688688039779663,136.83642578125,136.93165588378906,0.03435095399618149,0.0033039150293916464,0.0003,0.0003,0.03435126692056656
,,,,,40999,2844.9634,1000,,,,,,,,,,
,,,,,41000,,,-146.89479064941406,-5.837170124053955,0.5659874081611633,145.62869262695312,145.74195861816406,0.03477725759148598,0.005961312912404537,0.0003,0.0003,0.034778907895088196
,,,,,41999,2960.3794,1000,,,,,,,,,,
,,,,,42000,,,-152.97361755371094,-6.311208248138428,0.5039975643157959,151.5783233642578,151.59869384765625,0.034851811826229095,-0.018120406195521355,0.0003,0.0003,0.03485275059938431
,,,,,42999,2976.54,1000,,,,,,,,,,
,,,,,43000,,,-155.14883422851562,-5.927305221557617,0.5620726346969604,153.84017944335938,153.81640625,0.034960903227329254,-0.0019362117163836956,0.0003,0.0003,0.03496171906590462
,,,,,43999,3078.3213,1000,,,,,,,,,,
,,,,,44000,,,-160.8880615234375,-6.348984241485596,0.5093945264816284,159.4839324951172,159.462890625,0.035103198140859604,-0.007292339112609625,0.0003,0.0003,0.03510487452149391
,,,,,44999,2974.4812,1000,,,,,,,,,,
2984.7512,208.82358,3151.0403,2407.9604,1000.0,45000,,,-166.43121337890625,-5.795035362243652,0.5075387358665466,164.99676513671875,164.97528076171875,0.03581244871020317,-0.002686156425625086,0.0003,0.0003,0.03581337258219719
,,,,,45999,3039.9604,1000,,,,,,,,,,
,,,,,46000,,,-172.63998413085938,-5.48019552230835,0.6085785627365112,171.41677856445312,171.43789672851562,0.036580074578523636,0.008071538992226124,0.0003,0.0003,0.0365791842341423
,,,,,46999,2968.6543,1000,,,,,,,,,,
,,,,,47000,,,-177.8833465576172,-5.928686618804932,0.8290648460388184,176.61029052734375,176.60940551757812,0.037316229194402695,0.0023536854423582554,0.0003,0.0003,0.037317000329494476
,,,,,47999,3153.8223,1000,,,,,,,,,,
,,,,,48000,,,-185.1630401611328,-5.654767990112305,0.7624984383583069,183.90084838867188,184.05899047851562,0.03749806806445122,0.009411919862031937,0.0003,0.0003,0.03749699518084526
,,,,,48999,3211.91,1000,,,,,,,,,,
,,,,,49000,,,-187.54627990722656,-5.891260147094727,0.6817961931228638,186.14341735839844,186.10653686523438,0.037881530821323395,-0.003180496394634247,0.0003,0.0003,0.03788258880376816
,,,,,49999,3247.473,1000,,,,,,,,,,
3359.3164,35.35692,3418.5715,3316.253,1000.0,50000,,,-192.71751403808594,-5.706419944763184,0.55793696641922,191.2859344482422,191.28712463378906,0.0386483371257782,0.004409239627420902,0.0003,0.0003,0.038648463785648346
,,,,,50999,3353.4255,1000,,,,,,,,,,
,,,,,51000,,,-197.01907348632812,-6.039812088012695,0.6364485025405884,195.54244995117188,195.64785766601562,0.03930678218603134,0.000643752864561975,0.0003,0.0003,0.03930756077170372
,,,,,51999,3347.4272,1000,,,,,,,,,,
,,,,,52000,,,-201.63327026367188,-6.107193946838379,0.5488505363464355,200.35203552246094,200.46798706054688,0.040264349430799484,-0.007116990629583597,0.0003,0.0003,0.04026750847697258
,,,,,52999,3450.2668,1000,,,,,,,,,,
,,,,,53000,,,-207.55821228027344,-5.774657726287842,0.6137760877609253,206.21754455566406,206.2559356689453,0.041084449738264084,0.007442404981702566,0.0003,0.0003,0.04108482226729393
,,,,,53999,3434.2156,1000,,,,,,,,,,
,,,,,54000,,,-211.22677612304688,-6.006903648376465,0.573103666305542,209.79736328125,209.7865447998047,0.041970230638980865,-0.01139005832374096,0.0003,0.0003,0.04197382181882858
,,,,,54999,3450.4197,1000,,,,,,,,,,
3586.4531,34.719254,3634.389,3532.9285,1000.0,55000,,,-215.54586791992188,-5.871768951416016,0.6663532257080078,214.0732421875,214.11520385742188,0.04254433885216713,-1.277262344956398e-05,0.0003,0.0003,0.0425468347966671
,,,,,55999,3518.479,1000,,,,,,,,,,
,,,,,56000,,,-219.4922332763672,-6.165637016296387,0.6850664019584656,217.93984985351562,217.9459228515625,0.04302508383989334,-0.01181868091225624,0.0003,0.0003,0.04302669316530228
,,,,,56999,3656.4836,1000,,,,,,,,,,
,,,,,57000,,,-227.24398803710938,-5.894824504852295,0.8526617288589478,226.01065063476562,225.89215087890625,0.044070761650800705,-0.004009899217635393,0.0003,0.0003,0.04407084360718727
,,,,,57999,3544.1084,1000,,,,,,,,,,
,,,,,58000,,,-231.07431030273438,-5.9534525871276855,0.6818040013313293,229.83724975585938,229.6182403564453,0.044622454792261124,0.012700715102255344,0.0003,0.0003,0.044624775648117065
,,,,,58999,3580.406,1000,,,,,,,,,,
,,,,,59000,,,-236.29232788085938,-5.729987144470215,0.6326136589050293,234.9305877685547,234.912841796875,0.045468784868717194,-0.0012969120871275663,0.0003,0.0003,0.04546862095594406
,,,,,59999,3634.9434,1000,,,,,,,,,,
3392.388,980.1308,3769.9607,455.71756,1000.0,60000,,,-239.83590698242188,-5.976871490478516,0.7597662806510925,238.45401000976562,238.4124755859375,0.04595259949564934,0.013845125213265419,0.0003,0.0003,0.04595166817307472
,,,,,60999,3699.6912,1000,,,,,,,,,,
,,,,,61000,,,-239.66162109375,-5.979787349700928,0.6815033555030823,238.2805633544922,238.3100128173828,0.04676993191242218,-0.004349854774773121,0.0003,0.0003,0.04677135869860649
,,,,,61999,3527.1257,1000,,,,,,,,,,
,,,,,62000,,,-242.8310089111328,-6.577121734619141,0.7581822276115417,241.3709716796875,241.41513061523438,0.047663841396570206,-0.03486725687980652,0.0003,0.0003,0.047666069120168686
,,,,,62999,3766.7148,1000,,,,,,,,,,
,,,,,63000,,,-250.28359985351562,-6.501979827880859,0.8292645215988159,249.2869110107422,249.24591064453125,0.04885737970471382,-0.011633656919002533,0.0003,0.0003,0.04885869473218918
,,,,,63999,3742.245,1000,,,,,,,,,,
,,,,,64000,,,-253.7921905517578,-6.04876184463501,0.7014236450195312,252.44818115234375,252.29364013671875,0.049666836857795715,0.0002500922419130802,0.0003,0.0003,0.04966801032423973
,,,,,64999,3702.6516,1000,,,,,,,,,,
3328.5347,990.9469,3791.9834,401.4626,1000.0,65000,,,-258.716552734375,-5.969183921813965,0.6782230138778687,257.2547912597656,257.42724609375,0.04996087774634361,-0.006058376282453537,0.0003,0.0003,0.04996255785226822
,,,,,65999,3255.563,1000,,,,,,,,,,
,,,,,66000,,,-262.3147277832031,-6.002833366394043,0.8056647777557373,260.80615234375,260.89862060546875,0.04999644681811333,-0.00917341373860836,0.0003,0.0003,0.04999734088778496
,,,,,66999,3921.2712,1000,,,,,,,,,,
,,,,,67000,,,-267.75958251953125,-5.530085563659668,0.6652931571006775,266.4620666503906,266.5131530761719,0.04962155222892761,0.022468646988272667,0.0003,0.0003,0.04961816966533661
,,,,,67999,3767.8464,1000,,,,,,,,,,
,,,,,68000,,,-266.7650451660156,-6.198521614074707,1.0552937984466553,265.53857421875,265.55767822265625,0.049495115876197815,-0.01921587623655796,0.0003,0.0003,0.04949437081813812
,,,,,68999,3959.264,1000,,,,,,,,,,
,,,,,69000,,,-274.21929931640625,-6.027174949645996,1.07122802734375,272.8732604980469,273.0024108886719,0.049984026700258255,-0.018038857728242874,0.0003,0.0003,0.049984611570835114
,,,,,69999,3885.4458,1000,,,,,,,,,,
3943.4575,104.891785,4058.6582,3684.7317,1000.0,70000,,,-278.70172119140625,-5.725139141082764,1.4093412160873413,277.37799072265625,277.6531982421875,0.05049193650484085,0.006351376883685589,0.0003,0.0003,0.05048998445272446
,,,,,70999,4000.9294,1000,,,,,,,,,,
,,,,,71000,,,-277.5455627441406,-5.851395130157471,0.9229275584220886,276.3826904296875,276.2624206542969,0.05059412121772766,0.01954076997935772,0.0003,0.0003,0.0505947507917881
,,,,,71999,3940.585,1000,,,,,,,,,,
,,,,,72000,,,-283.8876647949219,-6.319228172302246,0.7176676988601685,282.7098388671875,282.75311279296875,0.05135371536016464,-0.006220989394932985,0.0003,0.0003,0.051354069262742996
,,,,,72999,4038.4255,1000,,,,,,,,,,
,,,,,73000,,,-290.0173645019531,-5.638795852661133,0.7912147045135498,288.83245849609375,288.81829833984375,0.052750688046216965,0.020520899444818497,0.0003,0.0003,0.0527510903775692
,,,,,73999,4067.2852,1000,,,,,,,,,,
,,,,,74000,,,-288.8398742675781,-6.2575812339782715,1.0429201126098633,287.48187255859375,287.3631591796875,0.05361234024167061,-0.0037282893899828196,0.0003,0.0003,0.05361261963844299
,,,,,74999,3988.9624,1000,,,,,,,,,,
3887.8887,521.30444,4110.079,2332.5564,1000.0,75000,,,-295.81707763671875,-5.832771301269531,0.9571672677993774,294.7595520019531,294.780517578125,0.05451192334294319,0.016907459124922752,0.0003,0.0003,0.05451014265418053
,,,,,75999,4078.7004,1000,,,,,,,,,,
,,,,,76000,,,-294.6767883300781,-6.011569976806641,1.0247052907943726,293.31622314453125,293.1652526855469,0.05521359294652939,0.0002651643007993698,0.0003,0.0003,0.055217593908309937
,,,,,76999,4066.577,1000,,,,,,,,,,
,,,,,77000,,,-302.6695251464844,-5.9714035987854,0.7658435106277466,301.4513854980469,301.490234375,0.0561700314283371,-0.013280114158987999,0.0003,0.0003,0.05617193505167961
,,,,,77999,4097.195,1000,,,,,,,,,,
,,,,,78000,,,-304.6881408691406,-5.986763000488281,0.9828089475631714,303.14752197265625,303.2182922363281,0.056659191846847534,-0.007843440398573875,0.0003,0.0003,0.05666064843535423
,,,,,78999,4076.6538,1000,,,,,,,,,,
,,,,,79000,,,-306.8498840332031,-6.041613578796387,0.963711142539978,305.45367431640625,305.6258544921875,0.05666881054639816,-0.00903913751244545,0.0003,0.0003,0.05667116120457649
,,,,,79999,4115.212,1000,,,,,,,,,,
3778.7957,881.82983,4161.5107,1162.3302,1000.0,80000,,,-307.6065368652344,-6.369441032409668,0.9392484426498413,306.1410217285156,306.05401611328125,0.05709724500775337,-0.026528097689151764,0.0003,0.0003,0.05710034817457199
,,,,,80999,4074.371,1000,,,,,,,,,,
,,,,,81000,,,-312.2065124511719,-5.6588969230651855,0.9090230464935303,311.0108642578125,311.02459716796875,0.056778665632009506,0.01940731704235077,0.0003,0.0003,0.05677808076143265
,,,,,81999,4091.9211,1000,,,,,,,,,,
,,,,,82000,,,-315.3337707519531,-5.952584266662598,1.0455944538116455,314.01959228515625,313.9661560058594,0.05709650740027428,0.005056822672486305,0.0003,0.0003,0.057094916701316833
,,,,,82999,4166.7744,1000,,,,,,,,,,
,,,,,83000,,,-317.9565124511719,-6.186688423156738,0.9826982617378235,316.81072998046875,316.6593933105469,0.05723350867629051,-0.0010351408272981644,0.0003,0.0003,0.05723262205719948
,,,,,83999,4153.0083,1000,,,,,,,,,,
,,,,,84000,,,-322.79376220703125,-5.686089515686035,0.8267902135848999,321.5966796875,321.57470703125,0.05747923254966736,0.01353556476533413,0.0003,0.0003,0.057478614151477814
,,,,,84999,1895.653,1000,,,,,,,,,,
3776.7195,1352.3251,4287.573,-278.61484,1000.0,85000,,,-322.5195617675781,-6.386741638183594,1.3317646980285645,321.0637512207031,321.1962585449219,0.057364944368600845,-0.01588786020874977,0.0003,0.0003,0.05736755579710007
,,,,,85999,4075.5298,1000,,,,,,,,,,
,,,,,86000,,,-327.5534362792969,-6.151766300201416,1.8180493116378784,326.14471435546875,326.1346130371094,0.05488774925470352,0.003489564172923565,0.0003,0.0003,0.05488581210374832
,,,,,86999,4153.451,1000,,,,,,,,,,
,,,,,87000,,,-326.5878601074219,-6.22501277923584,1.2040338516235352,325.4743347167969,325.43707275390625,0.053580544888973236,-0.0011860602535307407,0.0003,0.0003,0.05358053371310234
,,,,,87999,4207.844,1000,,,,,,,,,,
,,,,,88000,,,-329.43060302734375,-5.518832206726074,1.132246494293213,328.19024658203125,328.27996826171875,0.0528089739382267,0.01711096242070198,0.0003,0.0003,0.052806444466114044
,,,,,88999,4164.2905,1000,,,,,,,,,,
,,,,,89000,,,-327.2600402832031,-6.5030293464660645,1.0948328971862793,325.65142822265625,325.4593505859375,0.052168551832437515,-0.012903319671750069,0.0003,0.0003,0.05216981843113899
,,,,,89999,4297.013,1000,,,,,,,,,,
4263.627,81.60357,4316.1406,4030.543,1000.0,90000,,,-333.1783142089844,-6.420435905456543,1.3394004106521606,331.83990478515625,331.76849365234375,0.051736392080783844,-0.013201197609305382,0.0003,0.0003,0.051737625151872635
,,,,,90999,4286.873,1000,,,,,,,,,,
,,,,,91000,,,-337.8975524902344,-6.381577491760254,1.137972116470337,336.53277587890625,336.78961181640625,0.05214589461684227,-0.0035650336649268866,0.0003,0.0003,0.052149251103401184
,,,,,91999,4236.777,1000,,,,,,,,,,
,,,,,92000,,,-338.1009826660156,-6.307802677154541,0.9947662353515625,336.5621337890625,336.64739990234375,0.05304920673370361,-0.009109670296311378,0.0003,0.0003,0.05305260792374611
,,,,,92999,4167.2886,1000,,,,,,,,,,
,,,,,93000,,,-340.2904052734375,-6.302219390869141,0.9208528399467468,338.8592529296875,338.99774169921875,0.053607482463121414,-0.023554427549242973,0.0003,0.0003,0.05360693112015724
,,,,,93999,4268.786,1000,,,,,,,,,,
,,,,,94000,,,-342.4228210449219,-6.203183650970459,1.0851483345031738,341.4793701171875,341.2519836425781,0.05521586909890175,0.002591983415186405,0.0003,0.0003,0.055215515196323395
,,,,,94999,4308.4336,1000,,,,,,,,,,
3871.8286,1418.2078,4376.528,-382.08304,1000.0,95000,,,-346.8599548339844,-5.776419639587402,1.1193249225616455,345.41796875,345.3137512207031,0.05586785450577736,0.013540023937821388,0.0003,0.0003,0.055867429822683334
,,,,,95999,4366.839,1000,,,,,,,,,,
,,,,,96000,,,-349.9996643066406,-6.1352033615112305,1.142503023147583,348.81988525390625,348.9818420410156,0.05708891153335571,-0.013258904218673706,0.0003,0.0003,0.05709058791399002
,,,,,96999,4303.565,1000,,,,,,,,,,
,,,,,97000,,,-353.11370849609375,-5.909526348114014,1.2422341108322144,351.9290466308594,352.047607421875,0.058749597519636154,0.0024483855813741684,0.0003,0.0003,0.05875130742788315
,,,,,97999,4394.869,1000,,,,,,,,,,
,,,,,98000,,,-356.72332763671875,-5.894722938537598,1.113842248916626,355.47412109375,355.3033447265625,0.05900578200817108,0.01411273330450058,0.0003,0.0003,0.05900368466973305
,,,,,98999,4329.571,1000,,,,,,,,,,
,,,,,99000,,,-354.605224609375,-6.402166366577148,1.1237841844558716,353.25482177734375,353.19415283203125,0.05895489081740379,-0.022388847544789314,0.0003,0.0003,0.058956801891326904
,,,,,99999,4379.4663,1000,,,,,,,,,,
4462.4824,36.67428,4510.3374,4394.766,1000.0,100000,,,-360.4838562011719,-6.5545854568481445,1.0199955701828003,359.2127685546875,359.15289306640625,0.05894938111305237,-0.034283049404621124,0.0003,0.0003,0.05895199626684189
,,,,,100999,4401.0703,1000,,,,,,,,,,
,,,,,101000,,,-360.758544921875,-5.427753448486328,1.0727636814117432,359.68328857421875,359.6454162597656,0.05873699113726616,0.012390870600938797,0.0003,0.0003,0.058738671243190765
,,,,,101999,4459.4277,1000,,,,,,,,,,
,,,,,102000,,,-362.8277893066406,-6.396427154541016,1.1749308109283447,361.58905029296875,361.4173583984375,0.05857275798916817,-0.021540235728025436,0.0003,0.0003,0.058571696281433105
,,,,,102999,4443.653,1000,,,,,,,,,,
,,,,,103000,,,-363.47662353515625,-6.422192096710205,0.9465543031692505,362.1568298339844,362.19952392578125,0.05825437605381012,-0.020058365538716316,0.0003,0.0003,0.05825476720929146
,,,,,103999,4412.618,1000,,,,,,,,,,
,,,,,104000,,,-363.2178039550781,-5.836994171142578,1.0772907733917236,361.99713134765625,361.8949890136719,0.058384981006383896,-0.009190909564495087,0.0003,0.0003,0.058386415243148804
,,,,,104999,4480.057,1000,,,,,,,,,,
4496.275,58.313824,4559.96,4366.792,1000.0,105000,,,-367.77166748046875,-5.776188850402832,1.2364239692687988,366.458740234375,366.3982238769531,0.05874190852046013,0.013246528804302216,0.0003,0.0003,0.05874454230070114
,,,,,105999,4525.996,1000,,,,,,,,,,
,,,,,106000,,,-368.2070617675781,-6.21007776260376,1.0196361541748047,367.16888427734375,366.9669189453125,0.058979663997888565,-0.01609017327427864,0.0003,0.0003,0.05898310989141464
,,,,,106999,4554.4673,1000,,,,,,,,,,
,,,,,107000,,,-371.1267395019531,-6.4290337562561035,1.2611165046691895,369.8707275390625,369.65252685546875,0.05915038287639618,-0.02696755900979042,0.0003,0.0003,0.059156909584999084
,,,,,107999,4489.5337,1000,,,,,,,,,,
,,,,,108000,,,-375.6905212402344,-5.933436393737793,1.0107353925704956,374.5562438964844,374.5405578613281,0.05931183695793152,0.013770289719104767,0.0003,0.0003,0.05931035056710243
,,,,,108999,4626.032,1000,,,,,,,,,,
,,,,,109000,,,-377.0667724609375,-5.959201335906982,0.8930857181549072,375.6431884765625,375.6470947265625,0.05983300507068634,0.00587660726159811,0.0003,0.0003,0.059830762445926666
,,,,,109999,4616.82,1000,,,,,,,,,,
4523.468,80.95766,4619.298,4380.608,1000.0,110000,,,-377.6257629394531,-5.814120292663574,0.9554694890975952,376.19952392578125,376.2671203613281,0.05988195165991783,0.002019130624830723,0.0003,0.0003,0.05987885594367981
,,,,,110999,4678.4263,1000,,,,,,,,,,
,,,,,111000,,,-379.45147705078125,-5.986393928527832,0.6360324621200562,378.12481689453125,378.1485595703125,0.06080600619316101,-0.0017556636594235897,0.0003,0.0003,0.06080812215805054
,,,,,111999,4543.0723,1000,,,,,,,,,,
,,,,,112000,,,-378.7361145019531,-6.4751739501953125,0.9562523365020752,377.1578369140625,377.20245361328125,0.06145166978240013,-0.0370715856552124,0.0003,0.0003,0.061454057693481445
,,,,,112999,4668.03,1000,,,,,,,,,,
,,,,,113000,,,-386.6994934082031,-5.554274559020996,0.8712189793586731,385.79254150390625,385.8554382324219,0.062120504677295685,0.013835323974490166,0.0003,0.0003,0.06212209165096283
,,,,,113999,4696.397,1000,,,,,,,,,,
,,,,,114000,,,-384.41204833984375,-6.247979164123535,0.9448749423027039,383.17962646484375,383.1468505859375,0.06226624920964241,-0.01450260542333126,0.0003,0.0003,0.06226840242743492
,,,,,114999,4706.956,1000,,,,,,,,,,
4672.068,231.08923,4820.356,3983.8481,1000.0,115000,,,-388.06512451171875,-5.7815141677856445,1.0387797355651855,386.81494140625,386.844482421875,0.06287001073360443,0.014446508139371872,0.0003,0.0003,0.06287064403295517
,,,,,115999,4774.4746,1000,,,,,,,,,,
,,,,,116000,,,-386.2969970703125,-5.899106502532959,1.0621302127838135,385.291259765625,385.3416748046875,0.06347618252038956,0.0004785871133208275,0.0003,0.0003,0.06347472965717316
,,,,,116999,3329.986,1000,,,,,,,,,,
,,,,,117000,,,-392.4843444824219,-5.929351806640625,0.935847282409668,391.3363037109375,391.32879638671875,0.06340044736862183,-0.010136270895600319,0.0003,0.0003,0.0634019747376442
,,,,,117999,4751.6533,1000,,,,,,,,,,
,,,,,118000,,,-392.79864501953125,-6.236899375915527,1.2875878810882568,391.87109375,391.8034973144531,0.06194661930203438,-0.00924345850944519,0.0003,0.0003,0.06194746121764183
,,,,,118999,4800.6177,1000,,,,,,,,,,
,,,,,119000,,,-390.9167785644531,-5.946828842163086,0.9996107816696167,389.644287109375,389.6332702636719,0.06120256334543228,0.011233488097786903,0.0003,0.0003,0.061204344034194946
,,,,,119999,4798.4106,1000,,,,,,,,,,
