Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-194.81915,121.89836,-72.079544,-453.58728,97.66666666666667,-159.21542,105.66807,44.10753,-374.65378,93.22727272727273,-2.3671255111694336,9989.6875,2051,8.784955024719238,-159.21542,0
-181.70677,110.96037,1.8000488,-432.69235,103.0,-181.77618,126.96616,-9.353157,-490.41602,95.47619047619048,-2.4457337856292725,11845.556640625,4056,16.540236711502075,,1
-206.36555,99.14022,-43.73922,-376.9822,103.4,-174.6891,100.205246,-67.70106,-484.30524,96.52380952380952,-2.283191680908203,9620.80859375,6083,22.319743156433105,,2
-204.12308,147.88489,18.293144,-589.6995,101.8,-223.49823,131.47011,-5.1984024,-425.72906,111.15789473684211,-2.4210519790649414,14220.4169921875,8195,32.07464551925659,,3
-258.02045,152.90773,-44.00285,-559.30963,111.72222222222223,-228.48317,164.8524,16.76152,-519.43604,100.0952380952381,-2.6213979721069336,18398.552734375,10297,37.292531967163086,,4
-192.11656,112.34872,-16.650894,-368.4952,127.125,-211.7494,129.34613,-5.755577,-437.908,113.72222222222223,-2.1561214923858643,12531.51953125,12344,42.76128053665161,,5
-285.9027,118.8253,-65.88562,-489.16516,137.73333333333332,-282.41534,122.93583,-75.11937,-525.48584,121.17647058823529,-2.3603856563568115,14946.3583984375,14404,48.27002549171448,,6
-195.65704,93.89971,0.2966671,-383.26834,141.46666666666667,-273.82422,161.93616,-15.691895,-620.58014,120.17647058823529,-2.2629661560058594,15529.5078125,16447,54.053879261016846,,7
-238.5306,156.4713,-0.10756683,-483.92224,127.0,-238.76532,137.03912,12.272919,-426.05652,136.8,-1.7688450813293457,10069.5625,18499,60.05094289779663,,8
-229.5278,164.37321,-36.878887,-562.2608,162.0,-138.44171,92.117004,32.094673,-294.97064,120.58823529411765,-1.0526394844055176,3431.3798828125,20549,68.81357932090759,,9
-157.38037,109.80119,0.66509247,-370.3047,138.0,-178.92473,149.28467,-25.993683,-591.1897,117.0,-1.3850011825561523,9329.583984375,22655,74.70775556564331,,10
-302.63678,187.65091,15.1480255,-696.1813,156.92307692307693,-296.51526,116.553314,-84.943886,-492.44028,166.3846153846154,-1.4448908567428589,9635.8310546875,24818,80.9480459690094,,11
-262.07025,148.55826,-34.173454,-649.0029,200.3,-234.6117,110.258995,7.312866,-388.7719,170.25,-1.0333677530288696,4841.42138671875,26861,86.723069190979,,12
-250.56076,189.48357,20.818027,-542.89606,280.44444444444446,-325.88602,173.77466,21.10167,-602.18854,172.5,-1.217532992362976,12784.5927734375,28931,94.10320115089417,,13
-175.85432,129.49207,7.0972443,-482.75494,243.1818181818182,-236.20207,152.84251,-26.317833,-593.4814,171.16666666666666,-0.6969097256660461,6698.08740234375,30985,104.52087593078613,,14
-183.78143,143.2175,18.71202,-466.98154,164.23076923076923,-252.57765,131.75635,-25.121376,-443.00806,168.16666666666666,-0.9258316159248352,6076.55810546875,33003,109.69363594055176,,15
-247.50488,156.09004,-26.33397,-571.71173,174.83333333333334,-210.6083,165.14804,-17.254936,-515.2937,284.0,-0.20764370262622833,5245.83642578125,35559,117.3334813117981,,16
-255.91333,125.00385,-7.047104,-450.9739,218.2,-235.14288,154.30565,-20.503933,-499.89215,189.9090909090909,-0.5538780093193054,3616.7744140625,37648,123.16352987289429,,17
-234.61357,105.17176,0.71517944,-337.71213,278.3,-183.09892,104.15488,-10.621605,-317.19724,171.83333333333334,-0.6154661774635315,3130.85302734375,39710,133.5062665939331,,18
